population,outcome,tau_suvr,spline_mean,spline_ci95_lower,spline_ci95_upper,linear_mean,linear_ci95_lower,linear_ci95_upper,interpretation
all_eligible,cdrsb,1.24198,0.9631468983001863,0.7273529746975438,1.1989408219028288,1.092664025828726,0.8791707135887965,1.3061573380686553,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.25441,1.0120918425987924,0.7675108405406974,1.2566728446568873,1.1361363525656563,0.9256478009319075,1.3466249041994052,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.2668400000000002,1.0621656284286969,0.8093368630853632,1.3149943937720305,1.1796086793025866,0.9717417374071233,1.38747562119805,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.2792700000000001,1.1133503285330626,0.8532228611662167,1.3734777958999085,1.223081006039516,1.0174378688735162,1.428724143205516,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.2917,1.1655686582472091,0.89926316904172,1.4318741474526981,1.2665533327764464,1.0627231746536132,1.4703834908992797,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.30413,1.2187413207074256,0.947434031644793,1.4900486097700583,1.310025659513376,1.1075866167778257,1.5124647022489262,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.3165600000000002,1.2727890190500073,0.997630022321508,1.5479480157785066,1.3534979862503072,1.152019456740598,1.5549765157600164,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.3289900000000001,1.3276324564112443,1.0496857503224992,1.6055791624999893,1.3969703129872366,1.19601551993789,1.5979251060365833,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.34142,1.383192335927431,1.1033910190126304,1.6629936528422316,1.440442639724166,1.2395713898848248,1.6413138895635073,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.35385,1.4393893607348582,1.15850182647533,1.7202768949943865,1.4839149664610964,1.2826865183208416,1.6851434146013513,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.3662800000000002,1.4961442339698205,1.2147489394492568,1.7775395284903843,1.5273872931980268,1.3253632430548483,1.7294113433412053,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.37871,1.5533776587686088,1.27184529519191,1.8349100223453076,1.5708596199349572,1.3676067122116629,1.7741125276582514,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.39114,1.6110103382675174,1.329493138181556,1.8925275383534788,1.6143319466718875,1.4094247205277182,1.8192391728160568,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.4035700000000002,1.6689629756028364,1.3873915084795008,1.950534442726172,1.6578042734088179,1.450827469586207,1.8647810772314288,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
all_eligible,cdrsb,1.4160000000000001,1.727156273910861,1.445244405946983,2.009068141874739,1.7012766001457473,1.4918272686081393,1.9107259316833554,adjusted mean at covariate means; pointwise CI; 5th-95th tau percentiles
