population,outcome,tau_suvr,reference_tau,full_mean,full_mean_ci95_lower,full_mean_ci95_upper,full_contrast_to_reference,full_contrast_to_reference_ci95_lower,full_contrast_to_reference_ci95_upper,retained_mean,retained_mean_ci95_lower,retained_mean_ci95_upper,retained_contrast_to_reference,retained_contrast_to_reference_ci95_lower,retained_contrast_to_reference_ci95_upper,retained_minus_full_mean,retained_minus_full_shape
all_eligible,hippocampus_icv,1.233396,1.341,0.005035746518226603,0.004930056324966783,0.005141436711486423,0.0001567768547419616,0.0001003421829775967,0.0002132115265063265,0.005025171919363798,0.004927721243906786,0.00512262259482081,0.00014532101875004412,9.11075277993219e-05,0.00019953450970076634,-1.0574598862805006e-05,-1.1455835991917488e-05
all_eligible,hippocampus_icv,1.243579,1.341,0.005020778826531032,0.004912824606940333,0.005128733046121731,0.00014180916304639055,9.237885617698904e-05,0.00019123946991579207,0.005010594816320241,0.004911226846333801,0.00510996278630668,0.00013074391570648677,8.317103777834536e-05,0.00017831679363462818,-1.0184010210791301e-05,-1.1065247339903784e-05
all_eligible,hippocampus_icv,1.253762,1.341,0.005005823119377353,0.004895655364088218,0.005115990874666488,0.00012685345589271113,8.372803035712456e-05,0.0001699788814282977,0.0049961820781423425,0.004894907329368959,0.005097456826915726,0.00011633117752858792,7.4749130622492e-05,0.00015791322443468384,-9.641041235010535e-06,-1.0522278364123207e-05
all_eligible,hippocampus_icv,1.2639449999999999,1.341,0.004990880003025704,0.004878731558555858,0.005103028447495551,0.00011191033954106267,7.449221246246363e-05,0.0001493284666196617,0.004981941505292745,0.004878949657274733,0.005084933353310757,0.00010209060467899188,6.59496899181749e-05,0.00013823151943980885,-8.938497732959017e-06,-9.819734862070794e-06
all_eligible,hippocampus_icv,1.274128,1.341,0.004975953032414562,0.004862182534749586,0.005089723530079538,9.698336892992044e-05,6.481304491484034e-05,0.00012915369294500055,0.0049678778439888735,0.004863483061242598,0.005072272626735149,8.802694337511877e-05,5.691005954771816e-05,0.0001191438272025194,-8.075188425688863e-06,-8.95642555480167e-06
all_eligible,hippocampus_icv,1.284311,1.341,0.004961050908637573,0.00484606772718254,0.005076034090092606,8.208124515293065e-05,5.484939240135762e-05,0.00010931309790450367,0.004953990510053285,0.004848558740902561,0.00505942227920401,7.413960943953074e-05,4.777092951253871e-05,0.00010050828936652279,-7.060398584287676e-06,-7.941635713399901e-06
all_eligible,hippocampus_icv,1.2944939999999998,1.341,0.004946182850341859,0.004830413523586431,0.005061952177097287,6.721318685721752e-05,4.474932988868882e-05,8.967704382574622e-05,0.004940278383225915,0.004834194048709137,0.005046362717742692,6.042748261216078e-05,3.8660405809834405e-05,8.219455941448715e-05,-5.9044671159441675e-06,-6.785704245056738e-06
all_eligible,hippocampus_icv,1.3046769999999999,1.341,0.004931358076174546,0.004815223616312068,0.0050474925360370244,5.238841268990394e-05,3.4643406262846484e-05,7.013341911696139e-05,0.004926740343246696,0.004820383627925512,0.005033097058567879,4.6889442632940423e-05,2.968922426712029e-05,6.408966099876056e-05,-4.617732927850518e-06,-5.498970056963515e-06
all_eligible,hippocampus_icv,1.31486,1.341,0.004916585804782756,0.004800484059578053,0.005032687549987459,3.761614129811411e-05,2.4641488873844642e-05,5.059079372238358e-05,0.004913375269855557,0.00480710446646143,0.005019646073249685,3.3524369241802606e-05,2.0948199129771476e-05,4.610053935383374e-05,-3.210534927198909e-06,-4.091772056311506e-06
all_eligible,hippocampus_icv,1.325043,1.341,0.004901875254813613,0.004786166970186328,0.005017583539440898,2.2905591328971488e-05,1.4831725764839549e-05,3.0979456893103425e-05,0.004900182042792434,0.0047943196177996205,0.0050060444677852475,2.0331142178679446e-05,1.2507588241263465e-05,2.8154696116095426e-05,-1.6932120211789192e-06,-2.5744491502920418e-06
