"feature_id","log2_fold_change","average_expression","moderated_t","p_value","fdr_bh","B"
"2318825",0.0513438034227294,3.71163704225352,0.185751721305078,0.85282188412621,0.957666576332642,-5.74749667032941
"2318827",0.157636169013711,2.32303892018779,0.634107596687395,0.526712737906359,0.82911206994614,-5.58086540980046
"2318829",-0.0147858422007054,4.05537910798122,-0.0697063907451269,0.944494842515645,0.985501519739359,-5.76094906514566
"2318831",-0.113768400009275,6.1353541314554,-0.681071200831379,0.496589817126744,0.81527351532808,-5.55289842149446
"2318833",0.157052183999369,8.58655723004695,1.4746213390752,0.141836773105952,0.607698422854701,-4.78194748635888
"2318835",0.212519389363097,9.44745600938967,1.82804618555503,0.0689852440097017,0.517684977793697,-4.25986682005764
"2318837",0.141149325701051,2.59999208920188,0.405408719311518,0.68559700954142,0.896700690905798,-5.6885962111196
"2318839",-0.208682687985666,2.11453131455399,-0.995766165326522,0.320529715024918,0.729919663521715,-5.31433595593697
"2318841",0.0526266665077877,7.1693220657277,0.331971387679044,0.740247725230787,0.91884238371699,-5.71315400029708
"2318843",0.0879838516450429,2.62385943661972,0.362203870134395,0.717570260502739,0.911721426205639,-5.70363563995379
"2318845",-0.143104909092267,8.6367103286385,-1.11599879762507,0.265719874292982,0.699567263930082,-5.19978725908193
"2318847",-0.233318759762551,4.69222751173709,-0.893536479860541,0.372610606820431,0.757026040498173,-5.40157584356357
"2318849",0.14304745754433,4.42773431924883,0.639245225526089,0.523372213604811,0.827002934705902,-5.57790279929152
"2318851",0.184409623752797,11.4669765258216,1.75768717272928,0.0802819304566375,0.537925592475205,-4.37243827364865
"2318853",0.124434004699431,11.5705356807512,1.60001842674101,0.111122753162632,0.579515504634249,-4.60914575703165
"2318855",0.157174694448334,6.93472281690141,1.00916591589525,0.314076649469655,0.726884165336168,-5.30220820945017
"2318857",0.0191711464823463,6.65118723004695,0.140497590732642,0.888403852818357,0.968562217204234,-5.75419618392814
"2318859",-0.272856322941022,6.09011455399061,-1.71135832215856,0.0885172074752161,0.552410619148563,-4.44423165493682
"2318861",-0.0645453546743342,7.18695295774648,-0.333953085947106,0.738754010788484,0.91816569912283,-5.7125554448492
"2318863",0.087972798887487,4.14337131455399,0.345038823260299,0.730416535539048,0.915677627990024,-5.70914146571443
"2318865",0.103774651924501,5.63791234741784,0.540287519996742,0.589581264147462,0.857944810600938,-5.63077770716278
"2318867",-0.283930721612045,5.51924281690141,-1.43664761521864,0.152332179197416,0.620248636836697,-4.83156125675872
"2318869",0.238691774814743,4.01599572769953,0.875173289074284,0.382496895952147,0.761913047674452,-5.41625498248816
"2319135",-0.0913081153039474,4.69569478873239,-1.10394532943118,0.270901133849458,0.703160950136841,-5.21185245922905
"2319225",-0.0250106643651593,6.74012845070423,-0.2661244891528,0.790408765947725,0.937450830172801,-5.73101879175256
"2319252",-0.0624470835591149,6.96403737089202,-0.640649606067382,0.522460397289222,0.826853307789262,-5.57708939588118
"2319340",0.0464091739927142,6.89174201877934,0.170033468287533,0.865150360440076,0.961710246131333,-5.75003423213266
"2319423",-0.102249916257985,6.79039920187793,-1.99685173130232,0.0471539031978032,0.480066865535082,-3.97244276403452
"2319518",0.0135980265153419,5.0496576056338,0.153728031011244,0.87797425513309,0.966235301651894,-5.75242976610215
"2319550",-0.197129852775026,5.75262643192488,-1.10019825775209,0.272527243305117,0.704086474347135,-5.21557594193794
"2319560",0.133399131820873,9.24760605633803,1.2734992620117,0.204272053838655,0.663205651790384,-5.03027999029882
"2319661",0.172138563494206,10.4298488732394,1.58586223448081,0.114300138314621,0.583265894220037,-4.62934122712003
"2319802",-0.226924527830217,9.45748535211268,-2.56153728170401,0.0111337337449116,0.295380246703087,-2.83612662096417
"2319832",-0.0992319662035115,6.30690713615023,-1.59389426109625,0.112488608072662,0.581550946556386,-4.61790403780604
"2319881",-0.045930804050399,7.65691765258216,-0.704010748404,0.482218917299673,0.808234243783728,-5.53851598655631
"2320048",0.153563854082522,8.56612821596244,1.10320828545978,0.271221186296696,0.703245321189372,-5.21258535072592
"2320051",-0.0831455857807502,9.88770953051643,-1.05191526720317,0.294067370939625,0.713168455459683,-5.26244625284931
"2320052",-0.108922789503338,7.15050535211268,-0.537529657306772,0.591480859674493,0.858812549299179,-5.63212463906948
"2320058",0.543296553095725,7.23940460093897,2.14548172344831,0.0330822088890141,0.43770844397577,-3.69928208134125
"2320059",0.31322833828972,8.75578629107981,1.15518732528026,0.249349292585008,0.689612040865831,-5.15966886111849
"2320060",0.0724650204371784,9.80416530516432,0.676905376813862,0.499223286975566,0.816253437053869,-5.5554601499739
"2320062",0.0783141734515596,9.6347138028169,0.684930961078697,0.494155350435219,0.814013876547643,-5.55051209285411
"2320063",0.00351382931943256,7.59284,0.0131706602840854,0.989504359048164,0.996704212292199,-5.76307548560152
"2320064",0.297129017874862,8.61480591549296,1.02863261474885,0.304856252813161,0.721146146884291,-5.28430376430442
"2320065",-0.106373488914933,10.2980533333333,-0.990957260482947,0.322865770499532,0.731518304849189,-5.31865006792741
"2320066",0.19730660885366,10.2946236150235,1.65481152945806,0.0994816464547834,0.566792977888121,-4.52933277370114
"2320067",0.109817370821887,8.96917262910798,0.458999562313595,0.646717476430247,0.881130604309551,-5.66759353556459
