analysis,n,ess,minimum,median,maximum,p01,p99,n_changed_by_truncation
ipw_untruncated,223,192.02193845961204,0.7418852608712185,0.8932838842312912,3.3720429808918597,0.7538009787787905,3.161045247595198,0
ipw_truncated_1_99,223,193.5853818775726,0.7538009787787905,0.8932838842312912,3.161045247595198,0.7543788159989486,3.0982585518159174,6
