year,gaussian_stage_change,fractional_stage_change,difference,same_direction,note
1,0.1151359529656722,0.06718307939637186,-0.047952873569300336,True,Descriptive comparison of dependent model estimates; not a test of their difference
2,0.23027190593134478,0.15513724774397625,-0.07513465818736853,True,Descriptive comparison of dependent model estimates; not a test of their difference
